Article,Variables,Trend,Timeseries length [yr],Period,Number of individual years covers,Frequency [obs/yr],Number of stations,Stations,River basin,Nation,Continent,Basin area [km2],Method,Method parameters,,,,,,,,
138,Oxidised nitrogen,+,44,1955-1998,44,seasonally,1,Higham Bridge,Brett River,UK,Europe,86,regression analysis,r=0.67. p<0.01,,,,,,,,
138,Soluble reactive phosphorus,+,21,1978-1998,21,seasonally,1,Higham Bridge,Brett River,UK,Europe,86,regression analysis,r=0.69. p<0.01,,,,,,,,
138,water discharge,0,44,1955-1998,44,seasonally,1,Higham Bridge,Brett River,UK,Europe,86,regression analysis,p>0.01,,,,,,,,
140,Dissolved oxygen,-,46,1953-1998,46,seasonally,1,CO1,Colne River,UK,Europe,1018,linear regression,p<0.05,,,,,,,,
140,water discharge,+,28,1971-1998,28,seasonally,4,ST1-4,Stour River,UK,Europe,1240,linear regression,p<0.01,,,,,,,,
140,chloride,+,46,1953-1998,46,seasonally,1,CH2,Chelmer River,UK,Europe,988,linear regression,p<0.01,,,,,,,,
140,Biological oxygen demand,-,46,1953-1998,46,seasonally,1,CH2,Chelmer River,UK,Europe,988,linear regression,p<0.05,,,,,,,,
140,Ammonium,-,31,1968-1998,31,seasonally,1,BW2,Blackwater River,UK,Europe,132,linear regression,p<0.05,,,,,,,,
141,water temperature,0,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0, p = 0.483",,,,,,,,
141,water discharge,0,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0, p = 0.828",,,,,,,,
141,chloride,+,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.127, p < 0.001",,,,,,,,
141,nitrate,+,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.222, p < 0.001",,,,,,,,
141,Nitrite,0,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.014, p = 0.076",,,,,,,,
141,Ammonium,+,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.149, p < 0.001",,,,,,,,
141,Soluble reactive phosphorus,+,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.365, p < 0.001",,,,,,,,
141,total phosphorus,+,18,1978-1995,18,monthly,1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.579, p < 0.001",,,,,,,,
141,Biological oxygen demand,0,25,1971-1995,25,monthly,1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.001, p = 0.347",,,,,,,,
141,Potassium permanganate,+,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.421, p < 0.001",,,,,,,,
141,Dissolved oxygen,+,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.086, p < 0.001",,,,,,,,
141,Heterotrophic saprophytic bacteria,0,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.000, p = 0.625",,,,,,,,
141,Fecal coliform,0,39,1957-1995,39,"1957-1977: twice a year, 1978-1995: monthly",1,"Vienna-Nuádorf (48ø16' N, 16ø22' E)",Danube River,Austria,Europe,"801,500",Polynomial model for smooth trends,"R2 = 0.000, p = 0.445",,,,,,,,
142,water discharge,-,15,1980-1994,15,monthly,3,"AX-14: Thessaloniki-Eidomeni Railway Bridge, AX-15: Pro- choma, and AX-16: Chalastra",Axios River,Greece,Europe,25000,,,,,,,,,,
142,nitrate,+,21,1980-2000,21,monthly,1,Thessaloniki-Eidomeni Railway Bridge station,Axios River,Greece,Europe,25000,,,,,,,,,,
143,suspended solids,0,27,1971-1997,27,quarterly/biomonthly,236,,Seine River,France,Europe,76270,,,,,,,,,,
144,total nitrogen,0,20,1979-1998,20,monthly,12,,Neuse River,USA,North America,16108,Seasonal Trend Analysis Using Loess,,,,,,,,,
144,total phosphorus,-,20,1979-1998,20,monthly,12,,Neuse River,USA,North America,16108,Seasonal Trend Analysis Using Loess,,,,,,,,,
144,Dissolved inorganic nitrogen,0,20,1979-1998,20,monthly,12,,Neuse River,USA,North America,16108,Seasonal Trend Analysis Using Loess,,,,,,,,,
144,Dissolved inorganic phosphorus,-,20,1979-1998,20,monthly,12,,Neuse River,USA,North America,16108,Seasonal Trend Analysis Using Loess,,,,,,,,,
144,DIN:DIP,+,20,1979-1998,20,monthly,12,,Neuse River,USA,North America,16108,Seasonal Trend Analysis Using Loess,,,,,,,,,
144,TN:TP,+,20,1979-1998,20,monthly,12,,Neuse River,USA,North America,16108,Seasonal Trend Analysis Using Loess,,,,,,,,,
145,total nitrogen,+,102,"1897-1902, 1980-1998",25,bimonthly/monthly,1,Lower basin,Illinois River,USA,North America,155000,Multiple regression models,,,,,,,,,
145,total nitrogen,+,100,"1899-1900, 1980-1998",21,bimonthly/monthly,1,Grafton,Mississippi River,USA,North America,3200000,Multiple regression models,,,,,,,,,
145,total nitrogen,-,100,"1899-1900, 1980-1998",21,bimonthly/monthly,1,Lower basin,Missouri River,USA,North America,1370000,Multiple regression models,,,,,,,,,
145,total nitrogen,+,94,"1905-1906, 1955-1965, 1980-1998",32,bimonthly/monthly,1,Lower basin,Mississippi River,USA,North America,3200000,Multiple regression models,,,,,,,,,
145,nitrate,+,102,"1897-1902, 1980-1998",25,bimonthly/monthly,1,Lower basin,Illinois River,USA,North America,155000,Multiple regression models,,,,,,,,,
145,nitrate,+,100,"1899-1900, 1980-1998",21,bimonthly/monthly,1,Grafton,Mississippi River,USA,North America,3200000,Multiple regression models,,,,,,,,,
145,nitrate,+,100,"1899-1900, 1980-1998",21,bimonthly/monthly,1,Lower basin,Missouri River,USA,North America,1370000,Multiple regression models,,,,,,,,,
145,nitrate,+,94,"1905-1906, 1955-1965, 1980-1998",32,bimonthly/monthly,1,Lower basin,Mississippi River,USA,North America,3200000,Multiple regression models,,,,,,,,,
145,Dissolved inorganic nitrogen,+,102,"1897-1902, 1980-1998",25,bimonthly/monthly,1,Lower basin,Illinois River,USA,North America,155000,Multiple regression models,,,,,,,,,
145,Dissolved inorganic nitrogen,+,100,"1899-1900, 1980-1998",21,bimonthly/monthly,1,Grafton,Mississippi River,USA,North America,3200000,Multiple regression models,,,,,,,,,
145,Dissolved inorganic nitrogen,+,100,"1899-1900, 1980-1998",21,bimonthly/monthly,1,Lower basin,Missouri River,USA,North America,1370000,Multiple regression models,,,,,,,,,
145,Dissolved inorganic nitrogen,+,94,"1905-1906, 1955-1965, 1980-1998",32,bimonthly/monthly,1,Lower basin,Mississippi River,USA,North America,3200000,Multiple regression models,,,,,,,,,
147,suspended solids,-,12,1979-1990,12,weekly,1,,LaPlatte River,USA,North America,138,"analysis of variance, analysis of covariance, paired watershed regression, and nonparametric tests such as the seasonal Kendall and Mann-Whitney",,,,,,,,,
147,Volatile suspended solids,-,12,1979-1990,12,weekly,1,,LaPlatte River,USA,North America,138,"analysis of variance, analysis of covariance, paired watershed regression, and nonparametric tests such as the seasonal Kendall and Mann-Whitney",,,,,,,,,
147,Total Kjeldahl nitrogen,+,12,1979-1990,12,weekly,1,,LaPlatte River,USA,North America,138,"analysis of variance, analysis of covariance, paired watershed regression, and nonparametric tests such as the seasonal Kendall and Mann-Whitney",,,,,,,,,
147,total phosphorus,0,12,1979-1990,12,weekly,1,,LaPlatte River,USA,North America,138,"analysis of variance, analysis of covariance, paired watershed regression, and nonparametric tests such as the seasonal Kendall and Mann-Whitney",,,,,,,,,
147,Fecal coliform,-,12,1979-1990,12,weekly,1,,LaPlatte River,USA,North America,138,"analysis of variance, analysis of covariance, paired watershed regression, and nonparametric tests such as the seasonal Kendall and Mann-Whitney",,,,,,,,,
148,Soluble reactive phosphorus,-,18,1974-1991,18,weekly,,,Main River,Ireland,Europe,330,Regression analysis,,,,,,,,,
148,Soluble reactive phosphorus,+,18,1974-1991,18,weekly,,,Ballinderry River,Ireland,Europe,487,Regression analysis,,,,,,,,,
149,dissolved silicon,-,21,1970-1990,21,monthly,,,Motala River,Sweden,Europe,15481,Mann-Kendall test,"test var = -3.012, p = 0.0026",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Norrstr”m,Sweden,Europe,22650,Mann-Kendall test,"test var = -0.049, p = 0.9609",,,,,,,,
149,dissolved silicon,0,20,1971-1990,20,monthly,,,Kymijoki River,Finland,Europe,37107,Mann-Kendall test,"test var = 0.906, p = 0.3649",,,,,,,,
149,dissolved silicon,0,10,1980-1989,10,bimonthly,,,Narva River,Estonia,Europe,56225,Mann-Kendall test,"test var = 0.608, p = 0.5432",,,,,,,,
149,dissolved silicon,0,10,1980-1989,10,quarterly,,,P„rnu River,Estonia,Europe,6920,Mann-Kendall test,"test var = 1.536, p = 0.1245",,,,,,,,
149,dissolved silicon,+,14,1977-1990,14,monthly,,,Gauja River,Latvia,Europe,9800,Mann-Kendall test,"test var = 2.365, p = 0.0180",,,,,,,,
149,dissolved silicon,0,14,1977-1990,14,monthly,,,Daugava River,Latvia,Europe,87900,Mann-Kendall test,"test var = 1.348, p = 0.1777",,,,,,,,
149,dissolved silicon,0,14,1977-1990,14,monthly,,,Lielupe River,Latvia,Europe,17600,Mann-Kendall test,"test var = 1.202, p = 0.2294",,,,,,,,
149,dissolved silicon,+,11,1977-1987,11,bimonthly,,,Neman River,Lithuania,Europe,98200,Mann-Kendall test,"test var = 3.531, p = 0.0004",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Dal River,Sweden,Europe,28954,Mann-Kendall test,"test var = 1.138, p = 0.2551",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Ljusnan River,Sweden,Europe,19828,Mann-Kendall test,"test var = -0.372, p = 0.7099",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Indals„lven,Sweden,Europe,26727,Mann-Kendall test,"test var = 1.559, p = 0.1190",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Angerman River,Sweden,Europe,31864,Mann-Kendall test,"test var = 0.390, p = 0.6965",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Ume River,Sweden,Europe,26815,Mann-Kendall test,"test var = 0.469, p = 0.6391",,,,,,,,
149,dissolved silicon,+,21,1970-1990,21,monthly,,,Lule River,Sweden,Europe,25241,Mann-Kendall test,"test var = 1.990, p = 0.0466",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Kalix River,Sweden,Europe,18130,Mann-Kendall test,"test var = 0.138, p = 0.89024",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Torne River,Sweden,Europe,40157,Mann-Kendall test,"test var = -0.289, p = 0.77258",,,,,,,,
149,dissolved silicon,-,20,1971-1990,20,bimonthly,,,Kemi River,Finland,Europe,51000,Mann-Kendall test,"test var = -2.213, p = 0.0269",,,,,,,,
149,dissolved silicon,-,21,1970-1990,21,bimonthly,,,Iijoki River,Finland,Europe,14191,Mann-Kendall test,"test var = -2.321, p = 0.02029",,,,,,,,
149,dissolved silicon,0,21,1970-1990,21,monthly,,,Oulujoki River,Finland,Europe,22900,Mann-Kendall test,"test var = -0.136, p = 0.8918",,,,,,,,
149,dissolved silicon,0,17,1974-1990,17,monthly,,,Kokem„ki River,Finland,Europe,531,Mann-Kendall test,"test var = -0.818, p = 0.41336",,,,,,,,
149,DSi:DIN,0,21,1970-1990,21,monthly,,,Motala River,Sweden,Europe,15481,Mann-Kendall test,"test var = -1.943, p = 0.0520",,,,,,,,
149,DSi:DIN,0,21,1970-1990,21,monthly,,,Norrstr”m,Sweden,Europe,22650,Mann-Kendall test,"test var = 1.782, p = 0.0747",,,,,,,,
149,DSi:DIN,-,13,1974-1986,13,monthly,,,Kymijoki River,Finland,Europe,37107,Mann-Kendall test,"test var = -2.059, p = 0.0395",,,,,,,,
149,DSi:DIN,0,10,1980-1989,10,bimonthly,,,Narva River,Estonia,Europe,56225,Mann-Kendall test,"test var = 0.830, p = 0.4065",,,,,,,,
149,DSi:DIN,0,10,1980-1989,10,quarterly,,,P„rnu River,Estonia,Europe,6920,Mann-Kendall test,"test var = 1.741, p = 0.0817",,,,,,,,
149,DSi:DIN,0,14,1977-1990,14,monthly,,,Gauja River,Latvia,Europe,9800,Mann-Kendall test,"test var = 0.682, p = 0.4952",,,,,,,,
149,DSi:DIN,0,14,1977-1990,14,monthly,,,Daugava River,Latvia,Europe,87900,Mann-Kendall test,"test var = -1.558, p = 0.1192",,,,,,,,
149,DSi:DIN,0,14,1977-1990,14,monthly,,,Lielupe River,Latvia,Europe,17600,Mann-Kendall test,"test var = 0.983, p = 0.3256",,,,,,,,
149,DSi:DIN,+,14,1977-1990,14,bimonthly,,,Neman River,Lithuania,Europe,98200,Mann-Kendall test,"test var = 2.338, p = 0.0194",,,,,,,,
149,DSi:DIN,0,21,1970-1990,21,monthly,,,Dal River,Sweden,Europe,28954,Mann-Kendall test,"test var = -1.239, p = 0.2153",,,,,,,,
149,DSi:DIN,+,21,1970-1990,21,monthly,,,Ljusnan River,Sweden,Europe,19828,Mann-Kendall test,"test var = 2.778, p = 0.0055",,,,,,,,
149,DSi:DIN,-,21,1970-1990,21,monthly,,,Indals„lven,Sweden,Europe,26727,Mann-Kendall test,"test var = -2.790, p = 0.0053",,,,,,,,
149,DSi:DIN,0,21,1970-1990,21,monthly,,,Angerman River,Sweden,Europe,31864,Mann-Kendall test,"test var = -0.060, p = 0.9522",,,,,,,,
149,DSi:DIN,0,21,1970-1990,21,monthly,,,Ume River,Sweden,Europe,26815,Mann-Kendall test,"test var = 0.717, p = 0.4734",,,,,,,,
149,DSi:DIN,+,21,1970-1990,21,monthly,,,Lule River,Sweden,Europe,25241,Mann-Kendall test,"test var = 2.632, p = 0.0085",,,,,,,,
149,DSi:DIN,-,21,1970-1990,21,monthly,,,Kalix River,Sweden,Europe,18130,Mann-Kendall test,"test var = -2.223, p = 0.0262",,,,,,,,
149,DSi:DIN,0,21,1970-1990,21,monthly,,,Torne River,Sweden,Europe,40157,Mann-Kendall test,"test var = -0.930, p = 0.3524",,,,,,,,
149,DSi:DIN,0,13,1975-1987,13,bimonthly,,,Kemi River,Finland,Europe,51000,Mann-Kendall test,"test var = -0.141, p = 0.8879",,,,,,,,
149,DSi:DIN,0,14,1975-1988,14,bimonthly,,,Iijoki River,Finland,Europe,14191,Mann-Kendall test,"test var = -1.615, p = 0.1063",,,,,,,,
149,DSi:DIN,+,15,1973-1987,15,monthly,,,Oulujoki River,Finland,Europe,22900,Mann-Kendall test,"test var = 2.840, p = 0.0045",,,,,,,,
149,DSi:DIN,0,17,1974-1990,17,monthly,,,Kokem„ki River,Finland,Europe,531,Mann-Kendall test,"test var = 0.078, p = 0.9378",,,,,,,,
150,Ammonium,-,23,"1969-1973, 1980-1991",17,monthly,3,"Upper, middle, lower",Pamlico River,USA,North America,6636,Seasonal Kendall-tau test,"Upper: slope = -0.313, p<0.0001; Middle: slope = -0.311, p<0.0001; Lower: slope = -0.262, p = 0.0006",,,,,,,,
150,nitrate,-,23,"1969-1973, 1975-1991",22,monthly,2,"Upper, middle",Pamlico River,USA,North America,6636,Seasonal Kendall-tau test,"Upper: slope = -0.254 p = 0.0012; Middle: slope = -0.067, p = 0.0060",,,,,,,,
150,phosphate,+,25,"1967-1973, 1975-1991",24,monthly,2,"Middle, lower",Pamlico River,USA,North America,6636,Seasonal Kendall-tau test,"Middle: slope = 0.063, p = 0.0026; Lower: slope = 0.023, p = 0.0346",,,,,,,,
150,Chlorophyll-a,+,22,"1970-1973, 1975-1991",21,monthly,1,Upper,Pamlico River,USA,North America,6636,Seasonal Kendall-tau test,"Upper: slope = 0.682, p = 0.0006",,,,,,,,
150,Dissolved oxygen,-,24,"1968-1973, 1975-1991",23,monthly,1,Upper,Pamlico River,USA,North America,6636,Seasonal Kendall-tau test,"Upper: slope = -0.010, p = 0.0044",,,,,,,,
150,Salinity,0,25,"1967-1973, 1975-1991",24,monthly,3,"Upper, middle, lower",Pamlico River,USA,North America,6636,Seasonal Kendall-tau test,p>0.05,,,,,,,,
151,chloride,+,17,"1971-1976, 1978-1978, 1980-1987",15,weekly,2,Segment 4 and 5,Rhode River,USA,North America,33,Seasonal Kendall-tau test,"Seg. 4: slope = 46, Seg. 5: slope = 58, p < 0.05",,,,,,,,
151,phosphate,-,18,"1971-1976, 1978-1978, 1980-1988",16,weekly,2,Segment 4 and 5,Rhode River,USA,North America,33,Seasonal Kendall-tau test,"DPO4-seg.4: slope = -0.097, PPO4-seg.4: slope = -0.14, PPO4-seg.5: slope = -0.58, p<0.05",,,,,,,,
151,Total organic phosphorus,-,18,"1971-1976, 1978-1978, 1980-1988",16,weekly,2,Segment 4 and 5,Rhode River,USA,North America,33,Seasonal Kendall-tau test,"DOP-seg.4: slope = -0.17, DOP-seg.5: slope = -0.16, POP-seg.4: slope = -0.58, p<0.05",,,,,,,,
151,Ammonium,+,17,"1972-1976, 1978-1978, 1980-1988",15,weekly,1,Segment 4,Rhode River,USA,North America,33,Seasonal Kendall-tau test,"DNH4-Seg. 4: slope = 0.58, p < 0.05",,,,,,,,
151,nitrate,-,17,"1972-1976, 1978-1978, 1980-1988",15,weekly,1,Segment 5,Rhode River,USA,North America,33,Seasonal Kendall-tau test,"Seg. 5: slope = -0.24, p < 0.05",,,,,,,,
151,Chlorophyll-a,0,12,"1978-1978, 1980-1989",11,weekly,2,Segment 4 and 5,Rhode River,USA,North America,33,Seasonal Kendall-tau test,p>0.05,,,,,,,,
151,Pheopigments,+,10,1980-1989,10,weekly,2,Segment 4 and 5,Rhode River,USA,North America,33,Seasonal Kendall-tau test,"Seg. 4: slope = 0.078, Seg. 5: slope = 0.99, p < 0.05",,,,,,,,
153,phosphate,+,23,1972-1994,23,weekly,1,Teddington,Thames River,UK,Europe,12935,Linear regression analysis,"Intercept = 1.121, coefficient = 0.036, p<0.001, r2 = 0.053",,,,,,,,
153,phosphate,+,21,1974-1994,21,biweekly,1,Whitford,Axe River,UK,Europe,289,Linear regression analysis,"Intercept = 0.197, coefficient = 0.011, p<0.001, r2 = 0.110",,,,,,,,
153,phosphate,+,21,1974-1994,21,biweekly,1,Newton Poppleford,Otter River,UK,Europe,203,Linear regression analysis,"Intercept = 0.360, coefficient = 0.003, p = 0.024, r2 = 0.009",,,,,,,,
153,phosphate,0,21,1974-1994,21,biweekly,1,Weare Gifford,Torridge River,UK,Europe,663,Linear regression analysis,"Intercept = 0.133, coefficient = -0.001, p = 0.185, r2 = 0.004",,,,,,,,
153,phosphate,-,21,1974-1994,21,biweekly,1,Chapelton,Taw River,UK,Europe,826,Linear regression analysis,"Intercept = 0.119, coefficient = -0.002, p< 0.001, r2 = 0.037",,,,,,,,
154,Calcium,0,30,"1951-1951, 1956-1980",26,,1,Yadkin College (02116500),Yadkin River,USA,North America,5905,Regression analysis,p>0.05,,,,,,,,
154,Magnesium,0,30,"1951-1951, 1956-1980",26,,1,Yadkin College (02116500),Yadkin River,USA,North America,5905,Regression analysis,p>0.05,,,,,,,,
154,Sodium,+,30,"1951-1951, 1956-1980",26,,1,Yadkin College (02116500),Yadkin River,USA,North America,5905,Regression analysis,"Normalized sodium: 3.185 + 0.0630(Y), Weighted sodium: 3.718 + 0.0653(Y), p<0.05",,,,,,,,
154,Potassium,+,30,"1951-1951, 1956-1980",26,,1,Yadkin College (02116500),Yadkin River,USA,North America,5905,Regression analysis,"Weighted potassium: 1.0648 + 0.0478(Y), p<0.05",,,,,,,,
154,Bicarbonate,0,30,"1951-1951, 1956-1980",26,,1,Yadkin College (02116500),Yadkin River,USA,North America,5905,Regression analysis,p>0.05,,,,,,,,
154,sulfate,+,30,"1951-1951, 1956-1980",26,,1,Yadkin College (02116500),Yadkin River,USA,North America,5905,Regression analysis,"Normalized sulfate concentration: 0.944 + 0.173(Y), p<0.05",,,,,,,,
154,chloride,+,30,"1951-1951, 1956-1980",26,,1,Yadkin College (02116500),Yadkin River,USA,North America,5905,Regression analysis,"Weighted chloride concentration: 2.804 + 0.0558(Y), p<0.05",,,,,,,,
154,nitrate,+,30,"1951-1951, 1956-1980",26,,1,Yadkin College (02116500),Yadkin River,USA,North America,5905,Regression analysis,"Normalized nitrate concentration: 1.270+0.0545(Y), Weighted nitrate concentration: 1.1656 + 0.0553(Y), p<0.05",,,,,,,,
154,dissolved silicon,+,25,"1956-1973, 1977-1980",22,,1,Norwood (02126000),Rocky River,USA,North America,3548,Regression analysis,"Weighted silica concentration: 12.284 + 0.151(Y), p<0.05",,,,,,,,
154,sulfate,+,25,"1956-1973, 1977-1980",22,,1,Norwood (02126000),Rocky River,USA,North America,3548,Regression analysis,"Normalized sulfate concentration: 8.306 + 0.550(Y), p<0.05",,,,,,,,
